round,name,n_tr,mean_bp_tr,med_bp_tr,win_tr,pf_tr,day_t_tr,per_day_tr,status_tr,n_va,mean_bp_va,med_bp_va,win_va,pf_va,day_t_va,per_day_va,status_va
663,DualSq+Taker Variant 663,58,237.51,169.39,0.69,4.69,2.5,0.21,PASS_TRAIN,72,103.29,80.25,0.597,1.949,1.44,0.8,PROFITABLE
664,DualSq+Taker Variant 664,58,237.51,169.39,0.69,4.69,2.5,0.21,PASS_TRAIN,72,103.29,80.25,0.597,1.949,1.44,0.8,PROFITABLE
665,DualSq+Taker Variant 665,58,237.51,169.39,0.69,4.69,2.5,0.21,PASS_TRAIN,72,103.29,80.25,0.597,1.949,1.44,0.8,PROFITABLE
666,Deriv Conf oi<-3% fr>2bp H=18,12,-152.62,-112.04,0.417,0.488,-1.03,0.04,REJECT,4,188.95,118.9,0.75,6.051,1.1,0.04,PROFITABLE
667,Deriv Conf oi<-3% fr>2bp H=24,12,-185.18,-124.0,0.333,0.452,-1.23,0.04,REJECT,4,336.06,270.01,1.0,999.0,2.42,0.04,PROFITABLE
668,Deriv Conf oi<-3% fr>2bp H=36,12,4.75,-175.92,0.417,1.017,0.02,0.04,PROFITABLE,4,631.51,548.13,1.0,999.0,2.76,0.04,PROFITABLE
669,Deriv Conf oi<-3% fr>4bp H=18,4,-489.22,-649.09,0.25,0.17,-2.92,0.01,REJECT,3,218.24,136.72,0.667,5.375,0.91,0.03,PROFITABLE
670,Deriv Conf oi<-3% fr>4bp H=24,4,-393.08,-507.8,0.25,0.325,-1.29,0.01,REJECT,3,422.19,305.5,1.0,999.0,2.75,0.03,PROFITABLE
671,Deriv Conf oi<-3% fr>4bp H=36,4,-197.6,-86.04,0.5,0.518,-0.48,0.01,REJECT,3,663.11,559.57,1.0,999.0,2.07,0.03,PROFITABLE
672,Deriv Conf oi<-5% fr>2bp H=18,11,-153.81,-172.83,0.364,0.5,-0.97,0.04,REJECT,3,301.81,136.72,1.0,999.0,1.65,0.03,PROFITABLE
673,Deriv Conf oi<-5% fr>2bp H=24,11,-183.34,-158.88,0.364,0.476,-1.14,0.04,REJECT,3,369.9,305.5,1.0,999.0,1.95,0.03,PROFITABLE
674,Deriv Conf oi<-5% fr>2bp H=36,11,-121.34,-254.82,0.364,0.6,-0.69,0.04,REJECT,3,421.04,536.7,1.0,999.0,3.31,0.03,PROFITABLE
675,Deriv Conf oi<-5% fr>4bp H=18,4,-489.22,-649.09,0.25,0.17,-2.92,0.01,REJECT,2,402.17,402.17,1.0,999.0,1.52,0.02,PROFITABLE
676,Deriv Conf oi<-5% fr>4bp H=24,4,-393.08,-507.8,0.25,0.325,-1.29,0.01,REJECT,2,516.03,516.03,1.0,999.0,2.45,0.02,PROFITABLE
677,Deriv Conf oi<-5% fr>4bp H=36,4,-197.6,-86.04,0.5,0.518,-0.48,0.01,REJECT,2,363.21,363.21,1.0,999.0,1.85,0.02,PROFITABLE
678,Deriv Conf oi<-8% fr>2bp H=18,8,12.58,31.46,0.5,1.063,0.08,0.03,PROFITABLE,2,402.17,402.17,1.0,999.0,1.52,0.02,PROFITABLE
679,Deriv Conf oi<-8% fr>2bp H=24,8,18.87,-3.37,0.5,1.09,0.13,0.03,PROFITABLE,2,516.03,516.03,1.0,999.0,2.45,0.02,PROFITABLE
680,Deriv Conf oi<-8% fr>2bp H=36,8,72.0,-175.92,0.375,1.442,0.47,0.03,PROFITABLE,2,363.21,363.21,1.0,999.0,1.85,0.02,PROFITABLE
681,Liq Flush+TakerAbs oi<-12% tr>55% H=12,15,268.24,78.01,0.6,3.157,1.17,0.05,PROFITABLE,25,-145.7,-103.07,0.28,0.303,-1.13,0.28,REJECT
682,Liq Flush+TakerAbs oi<-12% tr>55% H=18,15,433.81,227.78,0.8,6.477,1.96,0.05,PROFITABLE,25,-39.43,64.37,0.52,0.792,-0.24,0.28,REJECT
683,Liq Flush+TakerAbs oi<-12% tr>60% H=12,1,-155.88,-155.88,0.0,0.0,-155876997213.78,0.0,REJECT,10,-70.13,-138.97,0.3,0.391,-0.77,0.11,REJECT
684,Liq Flush+TakerAbs oi<-12% tr>60% H=18,1,60.29,60.29,1.0,999.0,60291369371.52,0.0,PROFITABLE,10,151.79,130.72,0.7,6.884,1.31,0.11,PROFITABLE
685,Liq Flush+TakerAbs oi<-16% tr>55% H=12,5,500.86,6.08,0.6,3.708,0.74,0.02,PROFITABLE,8,-419.93,-110.25,0.125,0.081,-1.2,0.09,REJECT
686,Liq Flush+TakerAbs oi<-16% tr>55% H=18,5,788.92,331.05,1.0,999.0,1.73,0.02,PROFITABLE,8,-304.26,-17.26,0.5,0.302,-0.84,0.09,REJECT
687,Liq Flush+TakerAbs oi<-16% tr>60% H=12,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT,2,73.16,73.16,0.5,1.977,0.33,0.02,PROFITABLE
688,Liq Flush+TakerAbs oi<-16% tr>60% H=18,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT,2,244.8,244.8,1.0,999.0,1.36,0.02,PROFITABLE
689,Liq Flush+TakerAbs oi<-20% tr>55% H=12,3,1126.62,312.16,1.0,999.0,1.16,0.01,PROFITABLE,3,44.35,-56.28,0.333,1.816,0.35,0.03,PROFITABLE
690,Liq Flush+TakerAbs oi<-20% tr>55% H=18,3,1111.31,435.83,1.0,999.0,1.42,0.01,PROFITABLE,3,208.36,387.67,0.667,4.328,1.05,0.03,PROFITABLE
691,Liq Flush+TakerAbs oi<-20% tr>60% H=12,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT,1,296.12,296.12,1.0,999.0,296117582766.3,0.01,PROFITABLE
692,Liq Flush+TakerAbs oi<-20% tr>60% H=18,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT,1,425.24,425.24,1.0,999.0,425235546155.75,0.01,PROFITABLE
693,Liq Absorb Variant 693,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT,1,425.24,425.24,1.0,999.0,425235546155.75,0.01,PROFITABLE
694,Liq Absorb Variant 694,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT,1,425.24,425.24,1.0,999.0,425235546155.75,0.01,PROFITABLE
695,Liq Absorb Variant 695,0,0.0,0.0,0.0,0.0,0.0,0.0,REJECT,1,425.24,425.24,1.0,999.0,425235546155.75,0.01,PROFITABLE
696,FVG+4h ST+Vol>1.2x H=18,2365,-35.39,-80.35,0.426,0.847,-1.13,8.66,REJECT,839,-0.85,-30.51,0.452,0.994,-0.03,9.32,REJECT
697,FVG+4h ST+Vol>1.2x H=24,2343,-58.1,-120.56,0.398,0.791,-1.62,8.58,REJECT,831,2.41,-20.0,0.474,1.012,0.05,9.23,PROFITABLE
698,FVG+4h ST+Vol>1.5x H=18,1363,-23.83,-80.05,0.428,0.898,-0.7,4.99,REJECT,548,7.45,-20.0,0.467,1.049,0.23,6.09,PROFITABLE
699,FVG+4h ST+Vol>1.5x H=24,1359,-38.54,-108.01,0.4,0.86,-0.96,4.98,REJECT,543,13.97,-1.57,0.494,1.072,0.26,6.03,PROFITABLE
700,FVG+4h ST+Vol>2.0x H=18,597,-18.99,-102.3,0.415,0.923,-0.38,2.19,REJECT,269,12.83,-21.11,0.472,1.078,0.32,2.99,PROFITABLE
701,FVG+4h ST+Vol>2.0x H=24,597,-47.0,-148.95,0.377,0.84,-0.82,2.19,REJECT,269,26.11,23.4,0.528,1.13,0.38,2.99,PROFITABLE
702,FVG+ST Variant 702,597,-47.0,-148.95,0.377,0.84,-0.82,2.19,REJECT,269,26.11,23.4,0.528,1.13,0.38,2.99,PROFITABLE
703,FVG+ST Variant 703,597,-47.0,-148.95,0.377,0.84,-0.82,2.19,REJECT,269,26.11,23.4,0.528,1.13,0.38,2.99,PROFITABLE
704,FVG+ST Variant 704,597,-47.0,-148.95,0.377,0.84,-0.82,2.19,REJECT,269,26.11,23.4,0.528,1.13,0.38,2.99,PROFITABLE
705,FVG+ST Variant 705,597,-47.0,-148.95,0.377,0.84,-0.82,2.19,REJECT,269,26.11,23.4,0.528,1.13,0.38,2.99,PROFITABLE
706,FVG+ST Variant 706,597,-47.0,-148.95,0.377,0.84,-0.82,2.19,REJECT,269,26.11,23.4,0.528,1.13,0.38,2.99,PROFITABLE
707,FVG+ST Variant 707,597,-47.0,-148.95,0.377,0.84,-0.82,2.19,REJECT,269,26.11,23.4,0.528,1.13,0.38,2.99,PROFITABLE
708,FVG+ST Variant 708,597,-47.0,-148.95,0.377,0.84,-0.82,2.19,REJECT,269,26.11,23.4,0.528,1.13,0.38,2.99,PROFITABLE
709,FVG+ST Variant 709,597,-47.0,-148.95,0.377,0.84,-0.82,2.19,REJECT,269,26.11,23.4,0.528,1.13,0.38,2.99,PROFITABLE
710,FVG+ST Variant 710,597,-47.0,-148.95,0.377,0.84,-0.82,2.19,REJECT,269,26.11,23.4,0.528,1.13,0.38,2.99,PROFITABLE
711,MF Composite Score>=4.0 H=18,24654,-3.64,-13.65,0.487,0.981,-0.26,90.31,REJECT,8124,-14.88,-15.98,0.478,0.904,-1.03,90.27,REJECT
712,MF Composite Score>=4.0 H=24,21054,-4.15,-14.18,0.488,0.981,-0.24,77.12,REJECT,6876,-18.42,-20.0,0.47,0.899,-0.98,76.4,REJECT
713,MF Composite Score>=4.0 H=36,16502,-17.8,-20.0,0.485,0.939,-0.73,60.45,REJECT,5426,-15.82,-18.01,0.484,0.926,-0.64,60.29,REJECT
714,MF Composite Score>=4.5 H=18,34768,-16.19,-28.66,0.468,0.919,-0.98,127.36,REJECT,12037,-17.9,-17.81,0.476,0.887,-0.86,133.74,REJECT
715,MF Composite Score>=4.5 H=24,29090,-18.38,-31.56,0.471,0.921,-0.94,106.56,REJECT,9863,-23.86,-20.0,0.472,0.873,-0.87,109.59,REJECT
716,MF Composite Score>=4.5 H=36,21793,-28.92,-42.94,0.465,0.898,-1.16,79.83,REJECT,7417,-24.07,-20.0,0.475,0.895,-0.65,82.41,REJECT
717,MF Composite Score>=5.0 H=18,33642,-15.52,-28.48,0.469,0.922,-0.92,123.23,REJECT,11745,-21.36,-20.0,0.475,0.87,-0.99,130.5,REJECT
718,MF Composite Score>=5.0 H=24,28183,-17.31,-31.02,0.472,0.926,-0.88,103.23,REJECT,9699,-27.45,-21.68,0.472,0.857,-1.02,107.77,REJECT
719,MF Composite Score>=5.0 H=36,21189,-24.69,-38.18,0.468,0.913,-0.99,77.62,REJECT,7258,-39.43,-27.38,0.47,0.836,-1.05,80.64,REJECT
720,MF Composite Score>=5.5 H=18,24262,-17.0,-35.68,0.463,0.919,-0.76,88.87,REJECT,9083,-19.28,-26.14,0.465,0.885,-0.69,100.92,REJECT
721,MF Composite Score>=5.5 H=24,20983,-20.96,-43.02,0.463,0.914,-0.79,76.86,REJECT,7753,-36.0,-42.54,0.453,0.821,-1.12,86.14,REJECT
722,MF Composite Score>=5.5 H=36,16713,-15.2,-49.19,0.466,0.948,-0.44,61.22,REJECT,6051,-32.17,-20.0,0.482,0.865,-0.68,67.23,REJECT
723,MF Score Variant 723,20983,-20.96,-43.02,0.463,0.914,-0.79,76.86,REJECT,7753,-36.0,-42.54,0.453,0.821,-1.12,86.14,REJECT
724,MF Score Variant 724,20983,-20.96,-43.02,0.463,0.914,-0.79,76.86,REJECT,7753,-36.0,-42.54,0.453,0.821,-1.12,86.14,REJECT
725,MF Score Variant 725,20983,-20.96,-43.02,0.463,0.914,-0.79,76.86,REJECT,7753,-36.0,-42.54,0.453,0.821,-1.12,86.14,REJECT
726,Breadth Regime Switch DualArm H=12,23007,-11.87,-32.54,0.46,0.935,-0.46,84.27,REJECT,7494,-0.63,-20.0,0.473,0.996,-0.02,83.27,REJECT
727,Breadth Switch SL=2.5% TP=5% H=12,29831,-10.56,-202.88,0.393,0.926,-0.83,109.27,REJECT,8901,3.07,-77.37,0.437,1.024,0.11,98.9,PROFITABLE
728,Breadth Switch SL=3.0% TP=6% H=12,28022,-7.47,-107.19,0.412,0.951,-0.49,102.64,REJECT,8476,13.39,-37.86,0.461,1.101,0.36,94.18,PROFITABLE
729,Breadth Regime Switch DualArm H=18,19858,-10.05,-29.64,0.469,0.954,-0.32,72.74,REJECT,6402,-2.21,-8.84,0.49,0.987,-0.06,71.13,REJECT
730,Breadth Switch SL=2.5% TP=5% H=18,28660,-8.42,-270.0,0.384,0.945,-0.61,104.98,REJECT,8433,5.8,-158.98,0.422,1.042,0.19,93.7,PROFITABLE
731,Breadth Switch SL=3.0% TP=6% H=18,26470,-5.67,-225.02,0.4,0.966,-0.34,96.96,REJECT,7868,19.37,-60.55,0.455,1.133,0.48,87.42,PROFITABLE
732,Breadth Regime Switch DualArm H=24,17726,-4.67,-39.45,0.468,0.981,-0.14,64.93,REJECT,5810,-38.67,-37.38,0.461,0.807,-0.88,64.56,REJECT
733,Breadth Switch SL=2.5% TP=5% H=24,27999,-4.65,-270.0,0.376,0.971,-0.33,102.56,REJECT,8197,-3.23,-270.0,0.392,0.979,-0.1,91.08,REJECT
734,Breadth Switch SL=3.0% TP=6% H=24,25543,-0.4,-320.0,0.392,0.998,-0.02,93.56,REJECT,7559,7.62,-147.12,0.422,1.047,0.18,83.99,PROFITABLE
735,Breadth Variant 735,17726,-4.67,-39.45,0.468,0.981,-0.14,64.93,REJECT,5810,-38.67,-37.38,0.461,0.807,-0.88,64.56,REJECT
736,Breadth Variant 736,17726,-4.67,-39.45,0.468,0.981,-0.14,64.93,REJECT,5810,-38.67,-37.38,0.461,0.807,-0.88,64.56,REJECT
737,Breadth Variant 737,17726,-4.67,-39.45,0.468,0.981,-0.14,64.93,REJECT,5810,-38.67,-37.38,0.461,0.807,-0.88,64.56,REJECT
738,Breadth Variant 738,17726,-4.67,-39.45,0.468,0.981,-0.14,64.93,REJECT,5810,-38.67,-37.38,0.461,0.807,-0.88,64.56,REJECT
739,Breadth Variant 739,17726,-4.67,-39.45,0.468,0.981,-0.14,64.93,REJECT,5810,-38.67,-37.38,0.461,0.807,-0.88,64.56,REJECT
740,Breadth Variant 740,17726,-4.67,-39.45,0.468,0.981,-0.14,64.93,REJECT,5810,-38.67,-37.38,0.461,0.807,-0.88,64.56,REJECT
741,Master Finalist SL=2.0% TP=4.0% H=24,155,56.38,-8.55,0.49,1.579,1.45,0.57,PROFITABLE,154,-7.03,-220.0,0.377,0.947,-0.13,1.71,REJECT
742,Master Finalist SL=2.0% TP=4.0% H=36,154,71.04,-17.57,0.5,1.685,1.66,0.56,PASS_TRAIN,154,-9.71,-220.0,0.351,0.93,-0.17,1.71,REJECT
743,Master Finalist SL=2.5% TP=5.0% H=24,153,80.96,16.1,0.516,1.758,1.6,0.56,PASS_TRAIN,154,-5.27,-270.0,0.396,0.965,-0.08,1.71,REJECT
744,Master Finalist SL=2.5% TP=5.0% H=36,152,103.6,97.4,0.526,1.894,1.86,0.56,PASS_TRAIN,154,-13.78,-270.0,0.37,0.914,-0.22,1.71,REJECT
745,Master Finalist SL=3.0% TP=6.0% H=24,152,93.15,25.93,0.52,1.794,1.57,0.56,PASS_TRAIN,154,1.41,-159.69,0.435,1.009,0.02,1.71,PROFITABLE
746,Master Finalist SL=3.0% TP=6.0% H=36,151,124.11,122.18,0.536,1.991,1.88,0.55,PASS_TRAIN,154,-21.12,-283.89,0.39,0.877,-0.31,1.71,REJECT
747,Master Finalist SL=3.5% TP=7.0% H=24,151,149.82,79.81,0.57,2.361,2.06,0.55,PASS_TRAIN,154,22.75,3.47,0.5,1.15,0.31,1.71,PROFITABLE
748,Master Finalist SL=3.5% TP=7.0% H=36,150,187.54,185.54,0.593,2.553,2.39,0.55,PASS_TRAIN,153,-14.11,-126.01,0.412,0.92,-0.19,1.7,REJECT
749,Master Finalist SL=4.0% TP=8.0% H=24,151,180.9,93.86,0.583,2.613,2.13,0.55,PASS_TRAIN,154,28.75,46.58,0.532,1.187,0.36,1.71,PROFITABLE
750,Master Finalist SL=4.0% TP=8.0% H=36,150,222.2,195.2,0.6,2.751,2.45,0.55,PASS_TRAIN,153,-12.07,-91.3,0.431,0.933,-0.14,1.7,REJECT
